STATUS	RVA	ADDRESS	NAME	PRIORITY	SEED_TYPE	ERROR
FAILED	unknown	EXTERNAL:00000081	GetFileAttributesExW	15	CONTEXT	Exception while decompiling EXTERNAL:00000081: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000082	FindFirstFileW	15	CONTEXT	Exception while decompiling EXTERNAL:00000082: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000084	CreateFileW	15	CONTEXT	Exception while decompiling EXTERNAL:00000084: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000089	LoadLibraryA	15	CONTEXT	Exception while decompiling EXTERNAL:00000089: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000b0	LoadResource	15	CONTEXT	Exception while decompiling EXTERNAL:000000b0: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000b8	GetModuleFileNameA	15	CONTEXT	Exception while decompiling EXTERNAL:000000b8: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000bd	LoadLibraryW	15	CONTEXT	Exception while decompiling EXTERNAL:000000bd: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000002	Get	0	CONTEXT	Exception while decompiling EXTERNAL:00000002: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000000a	Get	0	CONTEXT	Exception while decompiling EXTERNAL:0000000a: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000001a	Stop	0	CONTEXT	Exception while decompiling EXTERNAL:0000001a: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000001b	Get	0	CONTEXT	Exception while decompiling EXTERNAL:0000001b: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000001c	ClientWelcome	0	CONTEXT	Exception while decompiling EXTERNAL:0000001c: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000001d	DisableAllInputs	0	CONTEXT	Exception while decompiling EXTERNAL:0000001d: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000001e	DisableCursorAlteration	0	CONTEXT	Exception while decompiling EXTERNAL:0000001e: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000001f	UnlockAndShowCursor	0	CONTEXT	Exception while decompiling EXTERNAL:0000001f: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000020	GetCommand	0	CONTEXT	Exception while decompiling EXTERNAL:00000020: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000021	GetGlobalPtr	0	CONTEXT	Exception while decompiling EXTERNAL:00000021: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000022	QuitGame	0	CONTEXT	Exception while decompiling EXTERNAL:00000022: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000024	DisablePlayerControl	0	CONTEXT	Exception while decompiling EXTERNAL:00000024: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000030	RegisterCallback	0	CONTEXT	Exception while decompiling EXTERNAL:00000030: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000031	GetLocalPlayer	0	CONTEXT	Exception while decompiling EXTERNAL:00000031: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000032	RegisterFunction	0	CONTEXT	Exception while decompiling EXTERNAL:00000032: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000033	CloseAllBrowsers	0	CONTEXT	Exception while decompiling EXTERNAL:00000033: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000035	SendProcessMessage	0	CONTEXT	Exception while decompiling EXTERNAL:00000035: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000003b	Initialize	0	CONTEXT	Exception while decompiling EXTERNAL:0000003b: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000003c	Run	0	CONTEXT	Exception while decompiling EXTERNAL:0000003c: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000003d	Shutdown	0	CONTEXT	Exception while decompiling EXTERNAL:0000003d: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000003e	Get	0	CONTEXT	Exception while decompiling EXTERNAL:0000003e: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000042	Wait	0	CONTEXT	Exception while decompiling EXTERNAL:00000042: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000043	Print	0	CONTEXT	Exception while decompiling EXTERNAL:00000043: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000048	Initialize	0	CONTEXT	Exception while decompiling EXTERNAL:00000048: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000049	Clear	0	CONTEXT	Exception while decompiling EXTERNAL:00000049: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000051	Get	0	CONTEXT	Exception while decompiling EXTERNAL:00000051: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000052	Get	0	CONTEXT	Exception while decompiling EXTERNAL:00000052: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000056	GetCachedLogs	0	CONTEXT	Exception while decompiling EXTERNAL:00000056: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000057	Initialize	0	CONTEXT	Exception while decompiling EXTERNAL:00000057: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000058	SetState	0	CONTEXT	Exception while decompiling EXTERNAL:00000058: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000059	DoRun	0	CONTEXT	Exception while decompiling EXTERNAL:00000059: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000005a	Get	0	CONTEXT	Exception while decompiling EXTERNAL:0000005a: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000005b	Shutdown	0	CONTEXT	Exception while decompiling EXTERNAL:0000005b: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000073	cef_string_utf8_to_utf16	0	CONTEXT	Exception while decompiling EXTERNAL:00000073: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000074	cef_string_utf16_clear	0	CONTEXT	Exception while decompiling EXTERNAL:00000074: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000083	FindClose	0	CONTEXT	Exception while decompiling EXTERNAL:00000083: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000008a	FreeLibrary	0	CONTEXT	Exception while decompiling EXTERNAL:0000008a: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000008b	QueryPerformanceFrequency	0	CONTEXT	Exception while decompiling EXTERNAL:0000008b: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000008c	QueryPerformanceCounter	0	CONTEXT	Exception while decompiling EXTERNAL:0000008c: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000008d	WideCharToMultiByte	0	CONTEXT	Exception while decompiling EXTERNAL:0000008d: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000008e	MultiByteToWideChar	0	CONTEXT	Exception while decompiling EXTERNAL:0000008e: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000008f	GlobalFree	0	CONTEXT	Exception while decompiling EXTERNAL:0000008f: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000090	GlobalUnlock	0	CONTEXT	Exception while decompiling EXTERNAL:00000090: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000091	GlobalAlloc	0	CONTEXT	Exception while decompiling EXTERNAL:00000091: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000092	VirtualQuery	0	CONTEXT	Exception while decompiling EXTERNAL:00000092: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000094	VirtualAlloc	0	CONTEXT	Exception while decompiling EXTERNAL:00000094: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000009a	GetSystemInfo	0	CONTEXT	Exception while decompiling EXTERNAL:0000009a: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000009e	VirtualProtect	0	CONTEXT	Exception while decompiling EXTERNAL:0000009e: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000009f	FlushInstructionCache	0	CONTEXT	Exception while decompiling EXTERNAL:0000009f: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000a0	SetThreadContext	0	CONTEXT	Exception while decompiling EXTERNAL:000000a0: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000a1	GetThreadContext	0	CONTEXT	Exception while decompiling EXTERNAL:000000a1: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000a2	ResumeThread	0	CONTEXT	Exception while decompiling EXTERNAL:000000a2: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000a3	SuspendThread	0	CONTEXT	Exception while decompiling EXTERNAL:000000a3: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000a4	OpenThread	0	CONTEXT	Exception while decompiling EXTERNAL:000000a4: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000a5	GetCurrentThreadId	0	CONTEXT	Exception while decompiling EXTERNAL:000000a5: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000a6	HeapFree	0	CONTEXT	Exception while decompiling EXTERNAL:000000a6: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000a7	HeapReAlloc	0	CONTEXT	Exception while decompiling EXTERNAL:000000a7: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000a8	HeapAlloc	0	CONTEXT	Exception while decompiling EXTERNAL:000000a8: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000ad	GetLastError	0	CONTEXT	Exception while decompiling EXTERNAL:000000ad: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000ae	SizeofResource	0	CONTEXT	Exception while decompiling EXTERNAL:000000ae: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000af	LockResource	0	CONTEXT	Exception while decompiling EXTERNAL:000000af: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000b2	CloseHandle	0	CONTEXT	Exception while decompiling EXTERNAL:000000b2: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000b3	GlobalLock	0	CONTEXT	Exception while decompiling EXTERNAL:000000b3: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000b4	GetProcAddress	0	CONTEXT	Exception while decompiling EXTERNAL:000000b4: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000b5	FreeLibraryAndExitThread	0	CONTEXT	Exception while decompiling EXTERNAL:000000b5: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000b6	FreeConsole	0	CONTEXT	Exception while decompiling EXTERNAL:000000b6: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000b7	Sleep	0	CONTEXT	Exception while decompiling EXTERNAL:000000b7: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000b9	GetTickCount64	0	CONTEXT	Exception while decompiling EXTERNAL:000000b9: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000ba	GetCurrentProcess	0	CONTEXT	Exception while decompiling EXTERNAL:000000ba: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000bb	GetModuleHandleW	0	CONTEXT	Exception while decompiling EXTERNAL:000000bb: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000bc	K32GetModuleInformation	0	CONTEXT	Exception while decompiling EXTERNAL:000000bc: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000bf	GetCurrentProcessId	0	CONTEXT	Exception while decompiling EXTERNAL:000000bf: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000c1	ScreenToClient	0	CONTEXT	Exception while decompiling EXTERNAL:000000c1: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000c2	ClientToScreen	0	CONTEXT	Exception while decompiling EXTERNAL:000000c2: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000c3	GetCursorPos	0	CONTEXT	Exception while decompiling EXTERNAL:000000c3: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000c5	SetCursorPos	0	CONTEXT	Exception while decompiling EXTERNAL:000000c5: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000c6	GetForegroundWindow	0	CONTEXT	Exception while decompiling EXTERNAL:000000c6: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000c7	IsWindowUnicode	0	CONTEXT	Exception while decompiling EXTERNAL:000000c7: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000c8	ReleaseCapture	0	CONTEXT	Exception while decompiling EXTERNAL:000000c8: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000c9	SetCapture	0	CONTEXT	Exception while decompiling EXTERNAL:000000c9: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000ca	GetCapture	0	CONTEXT	Exception while decompiling EXTERNAL:000000ca: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000cb	GetKeyState	0	CONTEXT	Exception while decompiling EXTERNAL:000000cb: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000cd	TrackMouseEvent	0	CONTEXT	Exception while decompiling EXTERNAL:000000cd: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000cf	EmptyClipboard	0	CONTEXT	Exception while decompiling EXTERNAL:000000cf: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000d0	GetClipboardData	0	CONTEXT	Exception while decompiling EXTERNAL:000000d0: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000d1	SetClipboardData	0	CONTEXT	Exception while decompiling EXTERNAL:000000d1: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000d2	CloseClipboard	0	CONTEXT	Exception while decompiling EXTERNAL:000000d2: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000d3	OpenClipboard	0	CONTEXT	Exception while decompiling EXTERNAL:000000d3: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000d5	SetWindowLongPtrW	0	CONTEXT	Exception while decompiling EXTERNAL:000000d5: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000d6	UnregisterClassW	0	CONTEXT	Exception while decompiling EXTERNAL:000000d6: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000d7	DestroyWindow	0	CONTEXT	Exception while decompiling EXTERNAL:000000d7: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000d8	RegisterClassExW	0	CONTEXT	Exception while decompiling EXTERNAL:000000d8: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000db	CreateWindowExW	0	CONTEXT	Exception while decompiling EXTERNAL:000000db: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000dc	FindWindowW	0	CONTEXT	Exception while decompiling EXTERNAL:000000dc: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000dd	GetWindowThreadProcessId	0	CONTEXT	Exception while decompiling EXTERNAL:000000dd: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000de	GetClientRect	0	CONTEXT	Exception while decompiling EXTERNAL:000000de: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000df	ShellExecuteA	0	CONTEXT	Exception while decompiling EXTERNAL:000000df: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000e0	basic_iostream<char,std::char_traits<char>_>	0	CONTEXT	Exception while decompiling EXTERNAL:000000e0: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000e1	_Fiopen	0	CONTEXT	Exception while decompiling EXTERNAL:000000e1: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000e2	getloc	0	CONTEXT	Exception while decompiling EXTERNAL:000000e2: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000eb	sbumpc	0	CONTEXT	Exception while decompiling EXTERNAL:000000eb: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000f6	always_noconv	0	CONTEXT	Exception while decompiling EXTERNAL:000000f6: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000f7	~basic_iostream<char,std::char_traits<char>_>	0	CONTEXT	Exception while decompiling EXTERNAL:000000f7: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000f8	~basic_ostream<char,std::char_traits<char>_>	0	CONTEXT	Exception while decompiling EXTERNAL:000000f8: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000f9	_Xtime_get_ticks	0	CONTEXT	Exception while decompiling EXTERNAL:000000f9: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000fa	exceptions	0	CONTEXT	Exception while decompiling EXTERNAL:000000fa: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000fc	operator<<	0	CONTEXT	Exception while decompiling EXTERNAL:000000fc: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:000000fd	basic_ostream<char,std::char_traits<char>_>	0	CONTEXT	Exception while decompiling EXTERNAL:000000fd: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000102	sputn	0	CONTEXT	Exception while decompiling EXTERNAL:00000102: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000103	sputc	0	CONTEXT	Exception while decompiling EXTERNAL:00000103: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000109	operator_bool	0	CONTEXT	Exception while decompiling EXTERNAL:00000109: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000010a	basic_ios<char,std::char_traits<char>_>	0	CONTEXT	Exception while decompiling EXTERNAL:0000010a: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000010b	basic_istream<char,std::char_traits<char>_>	0	CONTEXT	Exception while decompiling EXTERNAL:0000010b: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000010c	_Init	0	CONTEXT	Exception while decompiling EXTERNAL:0000010c: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000010d	basic_streambuf<char,std::char_traits<char>_>	0	CONTEXT	Exception while decompiling EXTERNAL:0000010d: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000010e	~basic_istream<char,std::char_traits<char>_>	0	CONTEXT	Exception while decompiling EXTERNAL:0000010e: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000119	~basic_ios<char,std::char_traits<char>_>	0	CONTEXT	Exception while decompiling EXTERNAL:00000119: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:0000011f	_Xout_of_range	0	CONTEXT	Exception while decompiling EXTERNAL:0000011f: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000123	_Xbad_function_call	0	CONTEXT	Exception while decompiling EXTERNAL:00000123: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000124	operator>>	0	CONTEXT	Exception while decompiling EXTERNAL:00000124: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000125	operator>>	0	CONTEXT	Exception while decompiling EXTERNAL:00000125: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000126	setstate	0	CONTEXT	Exception while decompiling EXTERNAL:00000126: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000127	getloc	0	CONTEXT	Exception while decompiling EXTERNAL:00000127: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000128	sgetc	0	CONTEXT	Exception while decompiling EXTERNAL:00000128: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000133	_Ipfx	0	CONTEXT	Exception while decompiling EXTERNAL:00000133: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000134	good	0	CONTEXT	Exception while decompiling EXTERNAL:00000134: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000135	snextc	0	CONTEXT	Exception while decompiling EXTERNAL:00000135: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000136	flush	0	CONTEXT	Exception while decompiling EXTERNAL:00000136: Cannot marshal address space: EXTERNAL 
FAILED	unknown	EXTERNAL:00000138	_Osfx	0	CONTEXT	Exception while decompiling EXTERNAL:00000138: Cannot marshal address space: EXTERNAL 
